Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Origen
GRAN CANARIA;LPA;L XJVS ;2021-11-01;2022-03-26;18:30;AT7;  IBB227;ESPANIA;FUE
GRAN CANARIA;LPA; M    D;2021-12-12;2022-03-22;18:30;AT7;  IBB227;ESPANIA;FUE
GRAN CANARIA;LPA;      D;2022-01-16;2022-03-20;19:05;AT7;  IBB233;ESPANIA;FUE
GRAN CANARIA;LPA;L      ;2021-11-01;2022-03-21;19:50;AT7;  IBB231;ESPANIA;FUE
GRAN CANARIA;LPA;      D;2021-12-12;2022-03-20;19:50;AT7;  IBB231;ESPANIA;FUE
GRAN CANARIA;LPA; M     ;2021-12-28;2022-03-22;19:50;AT7;  IBB231;ESPANIA;FUE
GRAN CANARIA;LPA;  XJV  ;2022-01-07;2022-03-25;19:50;AT7;  IBB231;ESPANIA;FUE
GRAN CANARIA;LPA;    V  ;2022-01-14;2022-03-25;20:20;AT7;  IBB217;ESPANIA;FUE
GRAN CANARIA;LPA;      D;2022-03-06;2022-03-20;20:20;AT7;  IBB217;ESPANIA;FUE
GRAN CANARIA;LPA;LMXJVS ;2021-11-01;2022-03-26;21:10;AT7;  IBB235;ESPANIA;FUE
GRAN CANARIA;LPA;      D;2022-01-16;2022-03-20;21:20;AT7;  IBB235;ESPANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;    VS ;2022-02-05;2022-03-26;11:10;319;  EWG7527;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;      D;2021-10-31;2022-03-20;11:55;32A;  EWG7527;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;     S ;2021-12-25;2022-03-26;14:10;320;  CFG1441;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;   J   ;2022-03-10;2022-03-24;14:55;75T;  CFG1518;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM; M     ;2022-03-01;2022-03-15;15:15;320;  CFG1441;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;L      ;2022-03-07;2022-03-21;15:25;320;  CFG1441;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;   J   ;2022-02-17;2022-03-24;16:05;32A;  EWG7527;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;L      ;2022-03-07;2022-03-07;16:05;32A;  EWG9557;ALEMANIA;FUE
HAMBURGO/ FUHLSBUETTEL;HAM;     S ;2022-03-05;2022-03-19;16:15;320;  EWG7535;ALEMANIA;FUE
HANNOVER;HAJ;    V  ;2021-12-03;2022-03-25;11:55;7S8;  TUI2149;ALEMANIA;FUE
HANNOVER;HAJ;   J   ;2022-03-03;2022-03-24;11:55;7S8;  TUI2149;ALEMANIA;FUE
HANNOVER;HAJ;  X    ;2022-03-02;2022-03-16;14:00;7S8;  TUI2188;ALEMANIA;FUE
HANNOVER;HAJ;L      ;2022-02-28;2022-03-14;17:30;7S8;  TUI2149;ALEMANIA;FUE
HANNOVER;HAJ;      D;2022-01-23;2022-03-20;17:40;73H;  CXI2274;ALEMANIA;FUE
HANNOVER;HAJ;   J   ;2022-03-03;2022-03-24;17:40;73H;  CXI2244;ALEMANIA;FUE
HANNOVER;HAJ;     S ;2021-11-06;2022-03-26;19:15;7S8;  TUI2149;ALEMANIA;FUE
HANNOVER;HAJ; M     ;2022-02-08;2022-03-22;20:30;73H;  CXI2228;ALEMANIA;FUE
KATOWICE / PYRZOWICE;KTW;L      ;2021-11-01;2022-03-21;15:00;738;  ENT7322;POLONIA;FUE
KATOWICE / PYRZOWICE;KTW;      D;2022-02-13;2022-03-20;19:00;321;  WZZ1198;POLONIA;FUE
LEEDS /LEEDS-BRADFORD;LBA; M     ;2021-11-02;2022-03-22;14:45;73H;  EXS250;REINO-UNIDO;FUE
LEEDS /LEEDS-BRADFORD;LBA;   J   ;2022-02-24;2022-03-24;14:45;73H;  EXS250;REINO-UNIDO;FUE
LEEDS /LEEDS-BRADFORD;LBA;     S ;2022-01-08;2022-03-26;16:45;73H;  EXS250;REINO-UNIDO;FUE
LEIPZIG;LEJ; M     ;2022-03-01;2022-03-22;14:35;32B;  CFG1461;ALEMANIA;FUE
LEIPZIG;LEJ;     S ;2022-03-12;2022-03-26;17:35;32B;  CFG1461;ALEMANIA;FUE
LISBOA;LIS;      D;2022-01-30;2022-03-20;14:05;319;  TAP1147;PORTUGAL;FUE
LISBOA;LIS;   J   ;2022-02-10;2022-03-24;14:05;319;  TAP1147;PORTUGAL;FUE
LISBOA;LIS;     S ;2022-03-05;2022-03-12;14:05;319;  TAP1147;PORTUGAL;FUE
LIVERPOOL /INTERNACIONAL;LPL; M   S ;2022-02-01;2022-03-26;19:30;73H;  RYR4082;REINO-UNIDO;FUE
LONDRES /LUTON APT;LTN;     S ;2022-02-05;2022-03-26;11:55;73H;  RYR7913;REINO-UNIDO;FUE
LONDRES /LUTON APT;LTN; M     ;2022-02-15;2022-03-22;12:10;320;  EZY2292;REINO-UNIDO;FUE
LONDRES /LUTON APT;LTN;   J   ;2022-01-06;2022-03-24;12:30;320;  EZY2292;REINO-UNIDO;FUE
LONDRES /LUTON APT;LTN;  X    ;2022-02-02;2022-03-23;18:50;73H;  RYR7913;REINO-UNIDO;FUE
LONDRES /LUTON APT;LTN;    V  ;2022-03-04;2022-03-11;19:10;321;  WUK5122;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;  X    ;2021-11-03;2022-03-23;11:05;7M8;  RYR8183;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;      D;2022-01-02;2022-03-20;11:05;7M8;  RYR8183;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;L   V  ;2022-02-04;2022-03-25;11:05;7M8;  RYR8183;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;     S ;2022-02-05;2022-03-26;11:55;7M8;  RYR8183;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;     S ;2022-01-08;2022-03-26;15:00;73H;  EXS1452;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;  X    ;2022-01-19;2022-03-23;15:00;73H;  EXS1452;REINO-UNIDO;FUE
LONDRES /STANSTED;STN;    V D;2022-03-04;2022-03-25;15:00;73H;  EXS1452;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;     S ;2022-01-01;2022-03-26;12:15;320;  EZY8536;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;      D;2022-02-13;2022-03-20;12:15;320;  EZY8536;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;    V  ;2022-03-11;2022-03-25;12:15;320;  EZY8536;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;L  J   ;2022-02-07;2022-03-24;18:40;320;  EZY8538;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;  X    ;2022-03-02;2022-03-23;18:40;320;  EZY8538;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW; M     ;2022-03-01;2022-03-22;18:50;32Q;  EZY8538;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;     S ;2022-03-05;2022-03-19;18:55;32Q;  EZY8538;REINO-UNIDO;FUE
LUXEMBURGO;LUX;   J   ;2022-01-13;2022-03-10;12:00;73W;  LGL750;LUXEMBURGO;FUE
LUXEMBURGO;LUX;     S ;2021-12-18;2022-03-12;17:40;73W;  LGL732;LUXEMBURGO;FUE
LYON /SATOLAS;LYS;      D;2022-02-20;2022-03-20;10:35;319;  VOE2329;FRANCIA;FUE
LYON /SATOLAS;LYS;      D;2022-02-13;2022-03-20;11:45;320;  EJU4440;FRANCIA;FUE
LYON /SATOLAS;LYS;  X    ;2022-02-02;2022-03-23;12:00;320;  EJU4440;FRANCIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD; M     ;2022-02-01;2022-03-22;9:10;73H;  RYR5491;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;LMXJV D;2022-03-01;2022-03-25;11:05;32Q;  IBE3901;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD; MXJV D;2021-10-31;2022-03-25;13:20;73H;  RYR5469;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;2022-01-01;2022-03-26;13:20;73H;  RYR5469;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;2021-11-01;2022-03-21;18:50;73H;  RYR5469;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     SD;2022-03-05;2022-03-20;18:50;320;  IBE3905;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L XJ   ;2022-03-02;2022-03-24;19:00;320;  IBE3905;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;   J   ;2022-03-03;2022-03-24;19:30;73H;  RYR5491;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;    V  ;2022-03-11;2022-03-11;20:20;320;  IBE3905;ESPANIA;FUE
MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     S ;2022-02-05;2022-03-26;20:55;73H;  RYR5491;ESPANIA;FUE
MANCHESTER /INTERNACIONAL;MAN;  X   D;2022-01-02;2022-03-23;11:15;73H;  RYR3806;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;     S ;2022-02-05;2022-03-26;11:15;73H;  RYR3806;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;   J   ;2022-03-03;2022-03-24;11:15;73H;  RYR3806;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;    V  ;2022-02-04;2022-03-25;11:35;73H;  RYR3806;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;L      ;2022-02-07;2022-03-21;12:15;73H;  RYR3806;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;  X    ;2022-01-12;2022-03-23;15:35;321;  EXS910;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;L    S ;2022-02-12;2022-03-26;15:35;321;  EXS910;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;    V  ;2022-03-04;2022-03-11;15:35;321;  EXS910;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;      D;2022-03-06;2022-03-20;15:35;321;  EXS910;REINO-UNIDO;FUE
MARSELLA;MRS;      D;2022-02-06;2022-03-20;10:00;320;  VOE2557;FRANCIA;FUE
MILAN /MALPENSA;MXP;   J   ;2022-02-03;2022-03-24;11:25;320;  EJU2914;ITALIA;FUE
MILAN /MALPENSA;MXP;L      ;2022-03-07;2022-03-07;15:10;7S8;  NOS1620;ITALIA;FUE
MILAN /MALPENSA;MXP;     S ;2022-03-05;2022-03-19;17:50;32Q;  EJU2914;ITALIA;FUE
MILAN /MALPENSA;MXP; M     ;2022-03-01;2022-03-15;17:55;320;  EJU2914;ITALIA;FUE
MILAN /MALPENSA;MXP;  X    ;2022-03-09;2022-03-23;18:50;320;  EJU2914;ITALIA;FUE
MILAN/BERGAMO;BGY; M     ;2022-02-15;2022-03-22;10:35;73H;  RYR8807;ITALIA;FUE
MILAN/BERGAMO;BGY;   J   ;2022-02-03;2022-03-24;10:45;7M8;  RYR8807;ITALIA;FUE
MILAN/BERGAMO;BGY;     S ;2022-01-01;2022-03-26;11:40;7M8;  RYR8807;ITALIA;FUE
MUENSTER;FMO;   J   ;2022-02-24;2022-03-24;18:00;73H;  CXI9018;ALEMANIA;FUE
MUENSTER;FMO;      D;2022-02-20;2022-03-20;19:45;73H;  CXI9076;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;      D;2022-03-06;2022-03-13;13:25;32Q;  DLH1841;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;     S ;2022-03-05;2022-03-12;13:40;32Q;  DLH1841;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;     S ;2022-03-12;2022-03-26;14:30;75T;  CFG1412;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;   J   ;2021-11-04;2022-03-24;16:35;7S8;  TUI2163;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;    V  ;2021-11-05;2022-03-25;16:55;7S8;  TUI2163;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;     S ;2021-11-13;2022-03-26;16:55;7S8;  TUI2163;ALEMANIA;FUE
MUNICH /FRANZ JOSEF STRAUSS;MUC;L      ;2022-02-14;2022-03-21;16:55;7S8;  TUI2163;ALEMANIA;FUE
NANTES / ATLANTIQUE;NTE;      D;2022-01-09;2022-03-20;9:05;319;  VOE2811;FRANCIA;FUE
NANTES / ATLANTIQUE;NTE;     S ;2022-02-26;2022-03-26;10:25;319;  VOE2811;FRANCIA;FUE
NANTES / ATLANTIQUE;NTE;     S ;2022-02-05;2022-03-26;15:50;73H;  TVF4634;FRANCIA;FUE
NAPOLES;NAP;  X    ;2022-02-02;2022-03-23;12:10;7M8;  RYR5639;ITALIA;FUE
NAPOLES;NAP;      D;2021-10-31;2022-03-20;15:50;73H;  RYR5639;ITALIA;FUE
NEWCASTLE;NCL;  X    ;2021-12-29;2022-03-23;15:10;73H;  EXS522;REINO-UNIDO;FUE
NEWCASTLE;NCL;L      ;2022-02-14;2022-03-21;15:10;73H;  EXS522;REINO-UNIDO;FUE
NEWCASTLE;NCL;     S ;2022-02-19;2022-03-19;18:40;73H;  EXS522;REINO-UNIDO;FUE
NUREMBERG;NUE;L      ;2022-03-07;2022-03-07;13:40;73H;  CXI2114;ALEMANIA;FUE
NUREMBERG;NUE;     S ;2022-02-26;2022-03-26;19:40;73H;  CXI2162;ALEMANIA;FUE
PARIS /ORLY;ORY;   J   ;2022-02-10;2022-03-24;9:50;73H;  TVF3291;FRANCIA;FUE
PARIS /ORLY;ORY;     S ;2021-11-06;2022-03-26;10:10;73H;  TVF3291;FRANCIA;FUE
PARIS /ORLY;ORY; M     ;2022-02-15;2022-03-22;10:40;73H;  TVF3293;FRANCIA;FUE
PARIS /ORLY;ORY;     S ;2022-02-19;2022-03-26;10:55;320;  VLG6961;FRANCIA;FUE
PARIS/ CHARLES DE GAULLE;CDG; M     ;2022-02-08;2022-03-22;11:50;320;  EJU3860;FRANCIA;FUE
PARIS/ CHARLES DE GAULLE;CDG;     S ;2022-02-26;2022-03-26;16:05;320;  EJU3860;FRANCIA;FUE
PISA / GALILEO GALILEI;PSA;L      ;2022-02-07;2022-03-21;10:25;73H;  RYR9423;ITALIA;FUE
PISA / GALILEO GALILEI;PSA;    V  ;2022-01-07;2022-03-25;18:55;73H;  RYR9423;ITALIA;FUE
POZNAN /LAWICA;POZ;L      ;2021-11-01;2022-03-21;14:25;738;  ENT7102;POLONIA;FUE
PRAGA /RUZYNE;PRG;      D;2021-10-31;2022-03-20;11:15;319;  EWG4209;REPUBLICA-CHECA;FUE
PRAGA /RUZYNE;PRG;   J   ;2022-02-10;2022-03-24;11:15;319;  EWG4209;REPUBLICA-CHECA;FUE
PRAGA /RUZYNE;PRG;      D;2022-03-06;2022-03-20;16:25;7M8;  TVS1211;REPUBLICA-CHECA;FUE
ROMA / FIUMICINO;FCO;      D;2022-01-02;2022-03-20;9:25;73H;  RYR3031;ITALIA;FUE
ROMA / FIUMICINO;FCO;    V  ;2022-02-04;2022-03-25;9:50;73H;  RYR3031;ITALIA;FUE
ROMA / FIUMICINO;FCO;  X    ;2022-02-02;2022-03-23;9:55;73H;  RYR3031;ITALIA;FUE
ROTTERDAM;RTM; M     ;2022-03-08;2022-03-22;15:40;73H;  TFL621;HOLANDA;FUE
ROTTERDAM;RTM;     S ;2022-02-19;2022-03-26;15:50;73H;  TFL629;HOLANDA;FUE
SANTIAGO-ROSALÍA DE CASTRO;SCQ;    V  ;2022-03-04;2022-03-25;9:05;73H;  RYR4698;ESPANIA;FUE
SANTIAGO-ROSALÍA DE CASTRO;SCQ;L      ;2022-03-07;2022-03-21;9:25;73H;  RYR4698;ESPANIA;FUE
SANTIAGO-ROSALÍA DE CASTRO;SCQ; M     ;2022-03-01;2022-03-08;19:20;320;  VLG1641;ESPANIA;FUE
SANTIAGO-ROSALÍA DE CASTRO;SCQ;     S ;2022-03-05;2022-03-12;19:50;320;  VLG1641;ESPANIA;FUE
SEVILLA;SVQ;      D;2022-01-02;2022-03-20;8:40;73H;  RYR5913;ESPANIA;FUE
SEVILLA;SVQ;   J   ;2021-11-04;2022-03-24;12:40;73H;  RYR5913;ESPANIA;FUE
SEVILLA;SVQ;     S ;2022-03-05;2022-03-26;14:15;320;  VLG3165;ESPANIA;FUE
SHANNON;SNN;      D;2022-01-02;2022-03-20;11:05;73H;  RYR3369;IRLANDA;FUE
STUTTGART/ ECHTERDINGEN;STR;     S ;2022-01-01;2022-03-26;8:30;7S8;  TUI2175;ALEMANIA;FUE
STUTTGART/ ECHTERDINGEN;STR;      D;2022-02-20;2022-03-20;10:55;32A;  EWG2247;ALEMANIA;FUE
STUTTGART/ ECHTERDINGEN;STR;   J   ;2022-03-03;2022-03-24;11:00;32A;  EWG2247;ALEMANIA;FUE
STUTTGART/ ECHTERDINGEN;STR;    V  ;2022-02-25;2022-03-25;16:30;7S8;  TUI2175;ALEMANIA;FUE
STUTTGART/ ECHTERDINGEN;STR;L      ;2022-03-07;2022-03-14;16:50;7S8;  TUI2168;ALEMANIA;FUE
STUTTGART/ ECHTERDINGEN;STR;  X    ;2022-02-23;2022-03-23;18:00;7S8;  TUI2175;ALEMANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;2021-10-31;2022-03-26;8:30;AT7;  IBB415;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LM  V  ;2021-11-01;2022-03-25;11:30;AT7;  IBB423;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;   J SD;2022-01-08;2022-03-26;11:30;AT7;  IBB423;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-02-09;2022-03-23;11:30;AT7;  IBB423;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-03-04;2022-03-25;12:20;AT7;  IBB419;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2022-03-06;2022-03-20;13:00;AT7;  IBB417;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-03-04;2022-03-25;13:10;AT7;  IBB417;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;L  J   ;2022-03-03;2022-03-24;14:40;AT7;  IBB433;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2022-03-06;2022-03-20;14:40;AT7;  IBB439;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-03-04;2022-03-25;14:50;AT7;  IBB439;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LM JVSD;2021-10-31;2022-03-26;15:30;AT7;  IBB421;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;2022-01-12;2022-03-23;15:30;AT7;  IBB421;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ S ;2021-11-01;2022-03-26;16:40;AT7;  CNF375;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-01-07;2022-03-25;18:00;AT7;  IBB427;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ SD;2022-03-01;2022-03-26;18:00;AT7;  IBB427;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;2022-01-14;2022-03-25;18:05;AT7;  CNF375;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ SD;2021-10-31;2022-03-26;20:40;AT7;  IBB429;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-01-14;2022-03-25;20:40;AT7;  IBB429;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;      D;2021-10-31;2022-03-20;21:55;AT7;  IBB425;ESPANIA;FUE
TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;2022-01-07;2022-03-25;21:55;AT7;  IBB425;ESPANIA;FUE
TOULOUSE /BLAGNAC;TLS;      D;2022-02-20;2022-03-20;9:20;319;  VOE2571;FRANCIA;FUE
VALENCIA;VLC;     S ;2022-03-05;2022-03-26;20:10;73H;  RYR4700;ESPANIA;FUE
VERONA /VILLAFRANCA;VRN;L      ;2022-03-07;2022-03-21;11:25;7S8;  NOS1764;ITALIA;FUE
VIENA  /INTERNACIONAL;VIE;     S ;2022-01-01;2022-03-26;12:00;320;  RYR7532;AUSTRIA;FUE
VIENA  /INTERNACIONAL;VIE;     S ;2021-11-06;2022-03-26;17:05;320;  AUA9502;AUSTRIA;FUE
WEEZE;NRN;     S ;2022-01-01;2022-03-26;10:05;73H;  RYR8627;ALEMANIA;FUE
WROCLAW /STRACHOWICE;WRO;L      ;2022-01-31;2022-03-21;13:30;738;  ENT5578;POLONIA;FUE
ZURICH;ZRH;      D;2022-03-06;2022-03-20;10:40;320;  EDW213;SUIZA;FUE
ZURICH;ZRH;   J   ;2022-03-03;2022-03-24;14:00;320;  EDW213;SUIZA;FUE
ZURICH;ZRH; M     ;2022-03-01;2022-03-22;16:30;320;  EDW213;SUIZA;FUE
BERLIN BRANDENBURG;BER;     S ;2022-02-26;2022-03-26;14:20;320;  SDR3367;ALEMANIA;FUE
BERLIN BRANDENBURG;BER; M     ;2022-03-08;2022-03-22;15:25;320;  SDR3229;ALEMANIA;FUE
BILLUND;BLL;L      ;2021-11-01;2022-03-21;13:15;320;  DTR493;DINAMARCA;FUE
BILLUND;BLL;    V  ;2021-12-10;2022-03-25;14:10;32Q;  NVR148;DINAMARCA;FUE
BIRMINGHAM / INTERNACIONAL;BHX;  X    ;2022-01-19;2022-03-23;13:50;73H;  TOM7315;REINO-UNIDO;FUE
BIRMINGHAM / INTERNACIONAL;BHX;     S ;2022-03-05;2022-03-12;18:30;7M8;  TOM7679;REINO-UNIDO;FUE
BREMEN;BRE;    V  ;2022-03-04;2022-03-25;13:55;320;  SDR3253;ALEMANIA;FUE
BREMEN;BRE;L      ;2022-03-07;2022-03-21;13:55;320;  SDR3289;ALEMANIA;FUE
BRISTOL;BRS;     S ;2022-02-26;2022-03-26;9:15;73H;  TOM6665;REINO-UNIDO;FUE
BRISTOL;BRS;  X    ;2022-03-02;2022-03-23;15:40;7M8;  TOM6385;REINO-UNIDO;FUE
CHOPINA W WARSZAWIE;WAW;L      ;2022-03-07;2022-03-21;13:50;73H;  TVP7305;POLONIA;FUE
CHOPINA W WARSZAWIE;WAW;L      ;2021-12-13;2022-03-21;14:00;7M8;  TVP7397;POLONIA;FUE
COLONIA/BONN;CGN;    V  ;2022-02-25;2022-03-25;10:35;320;  FHM5122;ALEMANIA;FUE
COPENHAGUE;CPH;      D;2022-03-13;2022-03-20;12:10;32N;  SAS7722;DINAMARCA;FUE
COPENHAGUE;CPH;    V  ;2021-11-05;2022-03-25;12:20;32N;  SAS7722;DINAMARCA;FUE
DRESDEN;DRS;     S ;2022-03-05;2022-03-26;13:55;320;  SDR3261;ALEMANIA;FUE
DUSSELDORF;DUS;     S ;2022-02-26;2022-03-26;13:35;320;  SDR3389;ALEMANIA;FUE
DUSSELDORF;DUS; M     ;2022-03-08;2022-03-22;13:35;320;  SDR3624;ALEMANIA;FUE
ESTOCOLMO/ARLANDA;ARN;    V  ;2022-02-25;2022-03-25;14:10;32Q;  NVR136;SUECIA;FUE
ESTOCOLMO/ARLANDA;ARN;L      ;2021-11-01;2022-03-21;14:25;32Q;  NVR134;SUECIA;FUE
ESTOCOLMO/ARLANDA;ARN;L      ;2022-03-07;2022-03-07;14:25;32Q;  NVR142;SUECIA;FUE
GOTEBORG /LANDVETTER;GOT;    V  ;2021-11-05;2022-03-25;16:05;32N;  SAS7680;SUECIA;FUE
GOTEBORG /LANDVETTER;GOT;L      ;2022-03-07;2022-03-21;16:05;32N;  SAS7680;SUECIA;FUE
HELSINKI / HELSINKI-VANTAA;HEL;      D;2021-10-31;2022-03-20;16:45;32B;  FIN2060;FINLANDIA;FUE
KASSEL /KASSEL-CALDEN;KSF;     S ;2021-12-04;2022-03-26;13:15;319;  SDR3263;ALEMANIA;FUE
LEIPZIG;LEJ;      D;2022-02-13;2022-03-20;14:05;319;  SDR3271;ALEMANIA;FUE
LONDRES/GATWICK;LGW;  X    ;2022-03-02;2022-03-23;11:50;73H;  TOM4357;REINO-UNIDO;FUE
LONDRES/GATWICK;LGW;     S ;2022-03-05;2022-03-26;18:40;7M8;  TOM4669;REINO-UNIDO;FUE
LYON /SATOLAS;LYS;      D;2022-02-06;2022-03-20;9:10;73H;  TVS3491;FRANCIA;FUE
MANCHESTER /INTERNACIONAL;MAN;  X    ;2022-03-02;2022-03-23;13:40;73H;  TOM2385;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN; M     ;2022-03-01;2022-03-15;14:30;73H;  TOM2247;REINO-UNIDO;FUE
MANCHESTER /INTERNACIONAL;MAN;     S ;2022-03-05;2022-03-12;20:55;73H;  TOM2663;REINO-UNIDO;FUE
MEMMINGEN;FMM;     S ;2022-02-26;2022-03-26;8:40;73H;  CXI2109;ALEMANIA;FUE
NANTES / ATLANTIQUE;NTE;      D;2022-03-06;2022-03-20;7:20;73H;  TVS2430;FRANCIA;FUE
OSLO / GARDERMOEN;OSL;      D;2022-03-13;2022-03-20;13:10;73W;  SAS7420;NORUEGA;FUE
PARIS/ CHARLES DE GAULLE;CDG;      D;2022-02-06;2022-03-20;18:25;73H;  TVS3489;FRANCIA;FUE
ROSTOCK-LAAGE /LAAGE;RLG; M     ;2022-02-08;2022-03-22;8:20;73H;  CXI2201;ALEMANIA;FUE
SAARBRUECKEN /ENSHEIM;SCN;   J   ;2022-03-10;2022-03-24;8:45;73H;  CXI1095;ALEMANIA;FUE
A CORUﾑA;LCG;      D;2022-03-06;2022-03-13;15:10;295;  IBB5200;ESPANIA;LPA
A CORUﾑA;LCG;   J   ;2022-03-03;2022-03-24;15:20;295;  IBB5200;ESPANIA;LPA
AALBORG;AAL;     S ;2022-03-12;2022-03-12;11:55;7S8;  NOS6654;DINAMARCA;LPA
AEROPUERTO INTL. REGIﾓN MURCIA;RMU;     S ;2022-01-08;2022-03-26;8:30;295;  IBB5600;ESPANIA;LPA
AEROPUERTO INTL. REGIﾓN MURCIA;RMU;   J   ;2022-02-17;2022-03-24;8:30;295;  IBB5600;ESPANIA;LPA
AEROPUERTO INTL. REGIﾓN MURCIA;RMU; M     ;2021-12-07;2022-03-22;15:10;295;  IBB5600;ESPANIA;LPA
AGADIR/AL MASSIRA;AGA;     S ;2022-03-05;2022-03-26;13:00;AT7;  IBB6306;MARRUECOS;LPA
ALICANTE-ELCHE MIGUEL HDEZ.;ALC; M     ;2022-03-08;2022-03-22;9:25;320;  VLG3201;ESPANIA;LPA
ALICANTE-ELCHE MIGUEL HDEZ.;ALC;     S ;2022-02-19;2022-03-26;12:55;320;  VLG3201;ESPANIA;LPA
AMSTERDAM/SCHIPHOL;AMS;      D;2021-12-19;2022-03-20;10:30;73H;  TRA5664;HOLANDA;LPA
AMSTERDAM/SCHIPHOL;AMS;     S ;2022-01-08;2022-03-26;10:30;73H;  TRA6456;HOLANDA;LPA
AMSTERDAM/SCHIPHOL;AMS;  X    ;2022-03-02;2022-03-09;10:30;73H;  TRA6456;HOLANDA;LPA
