num_vuelo;dia_sem;destino;codigo;opera_desde;opera_hasta;hora_salida;aeronave;pais;origen;num_asientos;ocupacion;total_encuestas;consumo
  IBB170;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB170;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB172;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-03-04;2022-03-25;17:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB172;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-03-04;2022-03-25;17:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB178;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-01-06;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB178;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-06;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB178;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-06;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB178;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-06;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB178;2022-03-07 00:00:00;GRAN CANARIA;LPA;2022-01-06;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-25;18:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-25;18:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-25;18:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-07 00:00:00;GRAN CANARIA;LPA;2022-01-10;2022-03-25;18:55;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF668;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-11-03;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-12 00:00:00;GRAN CANARIA;LPA;2021-11-03;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-11-03;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-11-03;2022-03-26;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-08 00:00:00;GRAN CANARIA;LPA;2021-12-13;2022-03-22;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB186;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-12-13;2022-03-22;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB188;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB188;2022-03-10 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB188;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-25;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB188;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-23;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB188;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-03-01;2022-03-23;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB192;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;21:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB192;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;21:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB192;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-08;2022-03-26;21:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB192;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;21:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB192;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-25;2022-03-24;21:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB190;2022-03-13 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-21;22:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB190;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-10-31;2022-03-21;22:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB190;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-01-11;2022-03-26;22:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB190;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-01-11;2022-03-26;22:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB190;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-01-11;2022-03-26;22:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB5750;2022-03-11 00:00:00;JEREZ DE LA FRONTERA/ LA PARRA;XRY;2021-12-03;2022-03-25;15:45;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB5750;2022-03-07 00:00:00;JEREZ DE LA FRONTERA/ LA PARRA;XRY;2021-12-03;2022-03-25;15:45;295;ESPANIA;TFN;200;160;96;00:48:00
  IBB651;2022-03-13 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-12 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-11 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-10 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-09 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-08 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB651;2022-03-07 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;9:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-13 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-12 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-11 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-10 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-09 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-08 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB653;2022-03-07 00:00:00;LA GOMERA;GMZ;2021-10-31;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB605;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;7:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF412;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;7:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB607;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;8:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB611;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;9:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF418;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-10-31;2022-03-26;9:45;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB609;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-03;2022-03-24;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB609;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-03;2022-03-24;10:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB617;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB617;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB617;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB617;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB617;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;11:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB621;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-08;2022-03-26;13:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB631;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-11;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB631;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-11;2022-03-26;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB631;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-24;2022-03-25;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB631;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-24;2022-03-25;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB631;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-24;2022-03-25;15:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB633;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;16:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB623;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-23;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB623;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-23;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB623;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-23;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB623;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-23;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB623;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2021-12-23;2022-03-25;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF454;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-26;17:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-26;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-01;2022-03-24;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-01;2022-03-24;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-01;2022-03-24;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB637;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-03-01;2022-03-24;18:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB639;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-10;2022-03-25;19:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-12 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;19:15;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;19:15;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;19:15;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;19:15;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-03;2022-03-26;19:15;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-25;19:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  CNF467;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-25;19:30;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB641;2022-03-13 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-25;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB641;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-14;2022-03-25;20:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB627;2022-03-11 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-07;2022-03-25;20:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB627;2022-03-10 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-07;2022-03-25;20:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB627;2022-03-09 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-07;2022-03-25;20:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB627;2022-03-08 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-07;2022-03-25;20:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB627;2022-03-07 00:00:00;LA PALMA /STA.CRUZ DE LA PALMA;SPC;2022-01-07;2022-03-25;20:10;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-12 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-11 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-10 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-09 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-08 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB452;2022-03-07 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2021-11-01;2022-03-26;7:00;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB458;2022-03-13 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2022-03-02;2022-03-26;8:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
  IBB458;2022-03-12 00:00:00;LANZAROTE CÉSAR MANRIQUE;ACE;2022-03-02;2022-03-26;8:20;AT7;ESPANIA;TFN;72;58;35;00:17:30
