;;Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Escala;Origen
W21;Destino;PARIS /ORLY;ORY; M     ;25/01/2022;22/03/2022;11:45;73H;  TVF3221;FRANCIA;;LPA
W21;Destino;PARIS /ORLY;ORY;  X    ;02/03/2022;23/03/2022;13:40;320;  VLG6958;FRANCIA;;LPA
W21;Destino;PARIS /ORLY;ORY;     S ;05/03/2022;12/03/2022;17:40;321;  VLG6958;FRANCIA;;LPA
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;      D;06/03/2022;20/03/2022;14:45;320;  AFR9453;FRANCIA;;LPA
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;  X    ;02/03/2022;02/03/2022;14:50;319;  AFR9453;FRANCIA;;LPA
W21;Destino;PISA / GALILEO GALILEI;PSA;     S ;12/02/2022;26/03/2022;11:25;73H;  RYR1419;ITALIA;;LPA
W21;Destino;PRAGA /RUZYNE;PRG;     S ;05/03/2022;26/03/2022;17:10;73H;  TVS2041;REPUBLICA CHECA;;LPA
W21;Destino;PRAGA /RUZYNE;PRG;  X    ;02/03/2022;23/03/2022;18:25;73H;  TVS2040;REPUBLICA CHECA;;LPA
W21;Destino;ROTTERDAM;RTM;    V  ;11/02/2022;25/03/2022;15:05;73H;  TFL628;HOLANDA;;LPA
W21;Destino;ROTTERDAM;RTM;L      ;03/01/2022;21/03/2022;16:00;73H;  TFL620;HOLANDA;;LPA
W21;Destino;ROTTERDAM;RTM;   J   ;03/03/2022;24/03/2022;16:30;73H;  TFL625;HOLANDA;;LPA
W21;Destino;SALZBURGO /W. A. MOZART;SZG;      D;06/03/2022;20/03/2022;11:45;32A;  EWG4381;AUSTRIA;;LPA
W21;Destino;SAN SEBASTIAN;EAS;  X   D;01/12/2021;23/03/2022;8:30;295;  IBB5300;ESPAﾑA;;LPA
W21;Destino;SANTANDER-SEVE BALLESTEROS;SDR;   J   ;02/12/2021;24/03/2022;8:30;295;  IBB5900;ESPAﾑA;;LPA
W21;Destino;SANTANDER-SEVE BALLESTEROS;SDR;      D;02/01/2022;20/03/2022;16:10;295;  IBB5900;ESPAﾑA;;LPA
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;   J  D;27/02/2022;24/03/2022;9:10;320;  VLG3163;ESPAﾑA;;LPA
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ; M     ;15/03/2022;15/03/2022;9:10;320;  VLG3163;ESPAﾑA;;LPA
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;    V  ;31/12/2021;25/03/2022;17:35;73H;  RYR7003;ESPAﾑA;;LPA
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;L X    ;15/11/2021;23/03/2022;18:00;73H;  RYR7003;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;    V  ;04/03/2022;11/03/2022;7:05;320;  VLG3049;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;   J   ;03/03/2022;10/03/2022;8:25;320;  VLG3045;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;     SD;29/01/2022;26/03/2022;8:45;320;  VLG3045;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;   J   ;11/11/2021;24/03/2022;12:50;73H;  RYR7723;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ; M     ;16/11/2021;22/03/2022;13:25;73H;  RYR7723;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;L      ;07/02/2022;21/03/2022;15:00;320;  VLG3051;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ; M     ;01/03/2022;22/03/2022;15:00;320;  VLG3045;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;  X    ;02/03/2022;23/03/2022;15:30;320;  VLG3045;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;L      ;07/02/2022;21/03/2022;19:45;73H;  RYR7723;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;     S ;01/01/2022;26/03/2022;20:00;73H;  RYR7723;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;      D;06/02/2022;20/03/2022;20:00;73H;  RYR7723;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;   J   ;06/01/2022;24/03/2022;20:05;320;  VLG3047;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;      D;13/02/2022;20/03/2022;20:05;320;  VLG3047;ESPAﾑA;;LPA
W21;Destino;SEVILLA;SVQ;L   VS ;28/02/2022;26/03/2022;20:05;320;  VLG3047;ESPAﾑA;;LPA
W21;Destino;SHANNON;SNN;     S ;08/01/2022;26/03/2022;10:25;73H;  RYR6072;IRLANDA;;LPA
W21;Destino;STAVANGER /SOLA;SVG;     S ;06/11/2021;26/03/2022;18:10;73H;  NOZ1837;NORUEGA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;     S ;26/02/2022;26/03/2022;10:25;319;  EWG4381;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;13/02/2022;20/03/2022;10:45;32A;  EWG2263;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;   J   ;03/03/2022;24/03/2022;11:05;32A;  EWG2263;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;L      ;07/03/2022;14/03/2022;15:10;7S8;  TUI2168;ALEMANIA;FUE;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;13/03/2022;13/03/2022;16:20;7S8;  TUI2168;ALEMANIA;ACE;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;20/02/2022;06/03/2022;16:40;7S8;  TUI2169;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;    V  ;25/02/2022;25/03/2022;16:40;7S8;  TUI2169;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;13/03/2022;20/03/2022;16:55;320;  CFG1481;ALEMANIA;;LPA
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;     S ;13/11/2021;26/03/2022;17:00;7S8;  TUI2169;ALEMANIA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   JVS ;04/11/2021;26/03/2022;7:00;295;  IBB153;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;13/12/2021;22/03/2022;7:00;295;  IBB153;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;16/01/2022;20/03/2022;7:00;295;  IBB153;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;7:00;295;  IBB153;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M J   ;25/01/2022;24/03/2022;7:30;AT7;  IBB103;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;7:30;AT7;  IBB103;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;07/03/2022;21/03/2022;7:30;AT7;  IBB103;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M   SD;02/11/2021;26/03/2022;8:00;AT7;  IBB107;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;13/12/2021;21/03/2022;8:00;AT7;  IBB107;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   JV  ;07/01/2022;25/03/2022;8:00;AT7;  IBB107;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;8:00;AT7;  IBB107;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;02/11/2021;24/03/2022;8:30;AT7;  IBB105;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L   V  ;04/03/2022;25/03/2022;8:30;AT7;  IBB105;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;02/11/2021;22/03/2022;9:00;AT7;  IBB119;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   JVSD;08/01/2022;26/03/2022;9:00;AT7;  IBB119;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;9:00;AT7;  IBB119;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;01/03/2022;24/03/2022;9:30;AT7;  IBB111;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;10/01/2022;26/03/2022;9:45;AT7;  CNF617;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;05/11/2021;25/03/2022;10:00;AT7;  IBB109;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;     S ;08/01/2022;26/03/2022;10:00;AT7;  IBB109;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJ   ;24/01/2022;24/03/2022;10:00;AT7;  IBB109;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L XJVSD;31/10/2021;26/03/2022;11:30;AT7;  IBB127;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M     ;14/12/2021;22/03/2022;11:30;AT7;  IBB127;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M JVS ;08/01/2022;26/03/2022;13:00;AT7;  IBB145;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;13:00;AT7;  IBB145;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;06/03/2022;20/03/2022;13:00;AT7;  IBB145;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;31/10/2021;26/03/2022;14:00;AT7;  IBB147;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;04/03/2022;25/03/2022;14:30;AT7;  IBB133;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM JVS ;08/01/2022;26/03/2022;15:00;AT7;  IBB135;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;15:00;AT7;  IBB135;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;06/03/2022;20/03/2022;15:00;AT7;  IBB135;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   JV D;03/03/2022;25/03/2022;15:30;AT7;  IBB117;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJV D;31/10/2021;25/03/2022;16:00;AT7;  CNF623;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;31/10/2021;26/03/2022;16:00;AT7;  IBB167;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;     S ;15/01/2022;26/03/2022;16:00;AT7;  CNF623;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;27/02/2022;25/03/2022;16:30;AT7;  IBB171;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MX V D;31/10/2021;25/03/2022;17:00;AT7;  IBB169;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;13/12/2021;21/03/2022;17:00;AT7;  IBB169;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   J S ;08/01/2022;26/03/2022;17:00;AT7;  IBB169;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MXJ   ;01/03/2022;24/03/2022;17:30;AT7;  IBB165;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;05/11/2021;25/03/2022;18:00;AT7;  IBB173;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM J SD;06/01/2022;26/03/2022;18:00;AT7;  IBB173;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;18:00;AT7;  IBB173;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   J   ;03/03/2022;24/03/2022;18:30;AT7;  IBB177;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X  SD;03/11/2021;26/03/2022;19:00;AT7;  IBB179;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM     ;13/12/2021;22/03/2022;19:00;AT7;  IBB179;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   JV  ;13/01/2022;25/03/2022;19:00;AT7;  IBB179;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V D;14/01/2022;25/03/2022;19:25;AT7;  IBB175;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   J   ;03/03/2022;24/03/2022;19:30;AT7;  IBB175;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L  JV D;31/10/2021;25/03/2022;20:00;AT7;  IBB191;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MX    ;01/03/2022;23/03/2022;20:00;AT7;  IBB191;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    VSD;08/01/2022;26/03/2022;21:00;AT7;  IBB195;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M J   ;25/01/2022;24/03/2022;21:00;AT7;  IBB195;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;21:00;AT7;  IBB195;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;07/03/2022;21/03/2022;21:00;AT7;  IBB195;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;01/11/2021;21/03/2022;22:00;AT7;  IBB193;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;    V  ;07/01/2022;25/03/2022;22:00;AT7;  IBB193;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MX  S ;11/01/2022;26/03/2022;22:00;AT7;  IBB193;ESPAﾑA;;LPA
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;   J  D;13/01/2022;24/03/2022;22:15;AT7;  IBB193;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;LMXJVSD;01/03/2022;26/03/2022;8:15;AT7;  IBB155;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;     S ;05/03/2022;26/03/2022;13:30;AT7;  IBB151;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;LMXJ   ;01/03/2022;24/03/2022;14:00;AT7;  IBB151;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;    V D;04/03/2022;13/03/2022;15:20;AT7;  IBB151;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;LMXJVSD;01/03/2022;26/03/2022;17:35;AT7;  IBB125;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;    V D;04/03/2022;25/03/2022;22:15;AT7;  IBB157;ESPAﾑA;;LPA
W21;Destino;TENERIFE SUR;TFS;LMXJ S ;01/03/2022;26/03/2022;22:20;AT7;  IBB157;ESPAﾑA;;LPA
W21;Destino;TOULOUSE /BLAGNAC;TLS;     S ;06/11/2021;26/03/2022;11:00;295;  IBB9100;FRANCIA;;LPA
W21;Destino;TREVISO/S.ANGELO (MIL);TSF;     S ;05/03/2022;12/03/2022;16:25;73H;  RYR2195;ITALIA;;LPA
W21;Destino;TRONDHEIM /VAERNES;TRD;  X    ;03/11/2021;23/03/2022;16:30;73H;  NOZ1771;NORUEGA;;LPA
W21;Destino;TRONDHEIM /VAERNES;TRD;     S ;18/12/2021;26/03/2022;16:30;73H;  NOZ1771;NORUEGA;;LPA
W21;Destino;TURIN /CITTA DI TORINO;TRN;     S ;22/01/2022;26/03/2022;10:30;295;  IBB9300;ITALIA;;LPA
W21;Destino;VALENCIA;VLC; M     ;15/02/2022;22/03/2022;9:15;320;  VLG1175;ESPAﾑA;;LPA
W21;Destino;VALENCIA;VLC;     S ;12/03/2022;19/03/2022;9:25;320;  VLG1175;ESPAﾑA;;LPA
W21;Destino;VALENCIA;VLC;      D;14/11/2021;20/03/2022;19:20;73H;  RYR7201;ESPAﾑA;;LPA
W21;Destino;VALENCIA;VLC;     S ;05/02/2022;26/03/2022;19:30;73H;  RYR7201;ESPAﾑA;;LPA
W21;Destino;VALENCIA;VLC;  X    ;03/11/2021;23/03/2022;19:55;73H;  RYR7201;ESPAﾑA;;LPA
W21;Destino;VENECIA /MARCO POLO;VCE;    V  ;04/02/2022;25/03/2022;10:20;295;  IBB9400;ITALIA;;LPA
W21;Destino;VERONA /VILLAFRANCA;VRN;L      ;28/02/2022;21/03/2022;12:55;7S8;  NOS1764;ITALIA;;LPA
W21;Destino;VIENA  /INTERNACIONAL;VIE;     S ;01/01/2022;26/03/2022;10:45;320;  RYR2571;AUSTRIA;;LPA
W21;Destino;VIENA  /INTERNACIONAL;VIE;   J   ;06/01/2022;24/03/2022;16:00;320;  AUA9504;AUSTRIA;;LPA
W21;Destino;VIENA  /INTERNACIONAL;VIE;     S ;05/03/2022;26/03/2022;16:00;320;  AUA9504;AUSTRIA;;LPA
W21;Destino;VIENA  /INTERNACIONAL;VIE;    V  ;04/02/2022;04/03/2022;16:10;321;  WZZ2966;AUSTRIA;;LPA
W21;Destino;VIENA  /INTERNACIONAL;VIE;    V  ;11/03/2022;11/03/2022;18:50;321;  WZZ2966;AUSTRIA;;LPA
W21;Destino;VIGO;VGO;  X   D;01/12/2021;23/03/2022;8:30;295;  IBB5230;ESPAﾑA;;LPA
W21;Destino;VIGO;VGO;    V  ;18/02/2022;25/03/2022;16:25;295;  IBB5230;ESPAﾑA;;LPA
W21;Destino;VITORIA;VIT;     S ;05/03/2022;26/03/2022;14:40;295;  IBB5820;ESPAﾑA;;LPA
W21;Destino;ZARAGOZA;ZAZ;L      ;06/12/2021;21/03/2022;14:35;295;  IBB5500;ESPAﾑA;;LPA
W21;Destino;ZARAGOZA;ZAZ;  X    ;02/03/2022;23/03/2022;14:35;295;  IBB5500;ESPAﾑA;;LPA
W21;Destino;ZURICH;ZRH;  X   D;09/01/2022;23/03/2022;11:00;320;  EDW201;SUIZA;;LPA
W21;Destino;ZURICH;ZRH;    V  ;11/02/2022;25/03/2022;11:40;320;  EDW203;SUIZA;;LPA
W21;Destino;ZURICH;ZRH;   J   ;03/03/2022;24/03/2022;13:55;320;  EDW201;SUIZA;;LPA
W21;Destino;ZURICH;ZRH;L      ;07/03/2022;21/03/2022;14:50;320;  EDW201;SUIZA;;LPA
W21;Destino;ZURICH;ZRH; M     ;01/03/2022;22/03/2022;16:25;320;  EDW201;SUIZA;;LPA
W21;Destino;ZURICH;ZRH;    V  ;18/02/2022;25/03/2022;17:00;320;  EDW201;SUIZA;;LPA
W21;Destino;ZURICH;ZRH;     S ;05/03/2022;26/03/2022;17:30;320;  EDW201;SUIZA;;LPA
W21;Destino;AMSTERDAM/SCHIPHOL;AMS;      D;20/02/2022;20/03/2022;14:45;7M8;  TFL567;HOLANDA;TFS;SPC
W21;Destino;AMSTERDAM/SCHIPHOL;AMS;  X    ;16/02/2022;02/03/2022;15:10;7M8;  TFL589;HOLANDA;TFS;SPC
W21;Destino;AMSTERDAM/SCHIPHOL;AMS;  X    ;09/03/2022;23/03/2022;15:10;7M8;  TFL579;HOLANDA;TFS;SPC
W21;Destino;BARCELONA-EL PRAT J.T.;BCN;     S ;26/02/2022;12/03/2022;11:30;320;  VLG3249;ESPAÑA;;SPC
W21;Destino;BRUSELAS;BRU;     S ;05/03/2022;26/03/2022;17:10;73H;  JAF1661;BELGICA;TFS;SPC
W21;Destino;DUSSELDORF;DUS;     S ;05/02/2022;26/03/2022;12:30;32A;  EWG9545;ALEMANIA;;SPC
W21;Destino;DUSSELDORF;DUS;      D;06/03/2022;13/03/2022;13:15;75T;  CFG1434;ALEMANIA;LPA;SPC
W21;Destino;DUSSELDORF;DUS; M     ;22/02/2022;22/03/2022;16:30;32A;  EWG9545;ALEMANIA;;SPC
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;19/02/2022;26/03/2022;14:20;32N;  DLH1513;ALEMANIA;;SPC
W21;Destino;FRANKFURT/INTERNACIONAL;FRA;     S ;05/03/2022;12/03/2022;15:10;75T;  CFG1404;ALEMANIA;LPA;SPC
W21;Destino;GRAN CANARIA;LPA;LMXJVSD;31/10/2021;26/03/2022;8:40;AT7;  IBB304;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;    V  ;04/03/2022;25/03/2022;11:15;AT7;  IBB314;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;L  J  D;03/03/2022;24/03/2022;11:20;AT7;  IBB314;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;12:20;AT7;  IBB3161;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;LMXJVSD;17/01/2022;26/03/2022;13:00;AT7;  CNF215;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;    V  ;11/02/2022;25/03/2022;14:40;AT7;  IBB324;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;      D;16/01/2022;20/03/2022;15:10;AT7;  IBB324;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;15:40;AT7;  IBB3141;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;16:20;AT7;  IBB3241;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;17:35;AT7;  IBB3201;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;      D;06/02/2022;20/03/2022;18:15;AT7;  IBB312;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;LMXJVS ;01/02/2022;26/03/2022;18:20;AT7;  IBB312;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;19:00;AT7;  IBB3261;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;    V D;04/03/2022;25/03/2022;20:05;AT7;  IBB316;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;20:15;AT7;  IBB3221;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA; M     ;01/03/2022;01/03/2022;20:50;AT7;  IBB3081;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;LMXJ SD;08/01/2022;26/03/2022;21:15;AT7;  IBB318;ESPAÑA;;SPC
W21;Destino;GRAN CANARIA;LPA;    V  ;11/02/2022;25/03/2022;21:15;AT7;  IBB318;ESPAÑA;;SPC
W21;Destino;HAMBURGO/ FUHLSBUETTEL;HAM;     S ;19/02/2022;26/03/2022;16:15;32A;  EWG7529;ALEMANIA;;SPC
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;LMX    ;01/03/2022;23/03/2022;11:00;321;  IBE3845;ESPAÑA;;SPC
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;     SD;05/03/2022;26/03/2022;11:05;32Q;  IBE3845;ESPAÑA;;SPC
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;   JVSD;03/03/2022;25/03/2022;19:15;320;  IBE3841;ESPAÑA;;SPC
W21;Destino;MADRID-BARAJAS ADOLFO SUÁREZ;MAD;L      ;07/03/2022;14/03/2022;19:15;320;  IBE3841;ESPAÑA;;SPC
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;  X    ;02/03/2022;23/03/2022;13:55;32B;  CFG1522;ALEMANIA;LPA;SPC
W21;Destino;PARIS /ORLY;ORY;      D;06/02/2022;20/03/2022;10:35;320;  VLG8182;FRANCIA;;SPC
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;     S ;26/02/2022;19/03/2022;12:25;32A;  EWG2269;ALEMANIA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVS ;01/02/2022;26/03/2022;8:00;AT7;  IBB604;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; MXJVSD;31/10/2021;26/03/2022;8:30;AT7;  IBB606;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L      ;10/01/2022;21/03/2022;8:30;AT7;  IBB606;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;03/01/2022;26/03/2022;8:45;AT7;  CNF413;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LM JVSD;08/01/2022;26/03/2022;9:00;AT7;  IBB608;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;  X    ;09/02/2022;23/03/2022;9:00;AT7;  IBB608;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;01/02/2022;26/03/2022;10:00;AT7;  IBB612;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVSD;31/10/2021;26/03/2022;10:45;AT7;  CNF419;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L  J   ;03/03/2022;24/03/2022;11:00;AT7;  IBB610;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M     ;01/02/2022;22/03/2022;12:00;AT7;  IBB618;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;L XJVS ;03/02/2022;26/03/2022;12:00;AT7;  IBB618;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;      D;06/03/2022;20/03/2022;12:00;AT7;  IBB618;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN; M     ;01/03/2022;01/03/2022;13:00;AT7;  IBB6101;ESPAÑA;;SPC
W21;Destino;TENERIFE NORTE-C. LA LAGUNA;TFN;LMXJVS ;08/01/2022;26/03/2022;14:00;AT7;  IBB622;ESPAÑA;;SPC
